disease_id	molecule_id	relation_type	source	evidence_class	molecule_backbone_mapped	fetch_date
MONDO:0018078	DB15149	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005002	CHEMBL4297364	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005296	CHEMBL4297212	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005466	CHEMBL4297212	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005284	CHEMBL4298150	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005314	CHEMBL4298150	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0018874	CHEMBL4297534	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003085	CHEMBL4297852	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002009	DB05395	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002050	DB05395	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005108	DB08873	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008170	DB04849	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008903	CHEMBL2103798	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	CHEMBL2219773	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	DB06699	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021259	DB06699	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006519	DB05308	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021063	DB05308	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002406	DB06282	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002009	DB06655	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB06670	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB06670	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005109	CHEMBL361506	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0019121	CHEMBL361506	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0018666	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002367	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002691	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0018531	DB00398	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007608	CHEMBL1200485	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002108	CHEMBL1200485	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002367	CHEMBL1200485	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002691	CHEMBL1200485	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005416	CHEMBL2108567	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003406	DB09071	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0024361	DB09071	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005292	CHEMBL1201835	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001576	CHEMBL1742982	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003005	CHEMBL1742982	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005149	DB05983	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0000873	CHEMBL1742992	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002691	DB11958	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0000831	DB06695	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005070	DB11841	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB11841	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008170	CHEMBL1743016	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	DB06358	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005130	DB05645	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001684	CHEMBL2108703	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL1743062	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL1743062	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL1743063	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003472	CHEMBL4297065	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	DB06629	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0009348	CHEMBL1742994	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008171	DB08893	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	CHEMBL271227	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005233	CHEMBL2108705	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0018906	CHEMBL1201836	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005594	CHEMBL1201574	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001875	CHEMBL1201574	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0019340	CHEMBL1201574	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005015	CHEMBL4594217	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005252	CHEMBL4594217	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001475	DB05992	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB07232	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008170	DB07232	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0043839	CHEMBL2108709	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002406	CHEMBL1201758	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005087	DB08882	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB12455	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005249	DB12455	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005108	DB08864	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001572	CHEMBL260538	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003061	DB08867	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0019781	CHEMBL2105684	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002108	DB11689	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002367	CHEMBL1743027	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0015564	CHEMBL1743070	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005328	CHEMBL2095222	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005087	DB08820	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002009	DB09184	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0010150	DB09078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0019087	DB09078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	DB09078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007576	DB09078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0011962	DB09078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	CHEMBL2105704	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	DB08916	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005861	DB11637	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	DB08875	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	DB08912	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0017795	DB08912	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005108	DB09102	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002087	DB12332	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002158	DB12332	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB12332	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005108	DB06290	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008039	CHEMBL1743041	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL1743051	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005556	CHEMBL1743068	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0011962	CHEMBL2108726	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002108	CHEMBL2103868	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002009	CHEMBL2105732	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005108	DB11586	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002009	DB06016	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006939	DB09050	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB12415	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005149	DB08932	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0043839	DB08932	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002108	DB08911	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0000873	CHEMBL2108728	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005091	CHEMBL2108730	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008538	CHEMBL2108730	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001126	CHEMBL2146140	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0018906	CHEMBL1743048	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002087	CHEMBL2108568	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002158	CHEMBL2108568	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008170	CHEMBL2108568	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	DB12066	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB12615	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021100	DB11793	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021068	DB11793	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB11793	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB11793	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0024503	DB06663	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002009	DB11807	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007576	DB08896	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021063	DB08896	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005416	DB00297	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002087	DB00297	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002959	DB00297	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB00297	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021117	DB00297	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0009348	DB06603	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002691	DB12200	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005249	DB11817	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB12078	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005015	DB11827	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0013730	DB09053	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0018906	DB09053	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0044903	DB11763	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001056	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001187	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001657	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002038	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002367	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007576	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008903	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0009348	CHEMBL2108738	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002108	DB05382	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0018531	DB05382	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006669	CHEMBL387675	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0000565	CHEMBL387675	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021679	CHEMBL387675	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002258	CHEMBL454446	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0019496	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001056	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002367	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002898	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0013730	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0016693	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0024503	DB01590	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005267	CHEMBL5314348	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0000831	CHEMBL5314348	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0020683	CHEMBL5314348	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002026	DB01141	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002041	DB01141	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0000565	DB01045	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005554	CHEMBL1697725	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0004522	DB00438	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004522	DB00362	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002026	DB00362	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB01112	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001056	CHEMBL1908361	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021063	CHEMBL1908361	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	CHEMBL1200610	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0004872	DB00727	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002050	DB01017	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB09070	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB12604	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001999	DB00374	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005149	DB00374	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002508	DB09484	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	CHEMBL1201018	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002258	CHEMBL1201018	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	DB13660	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004995	DB00922	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004995	DB13228	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB00448	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0020076	DB00681	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005316	DB00681	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005672	DB00681	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006014	DB00681	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002041	DB00681	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005035	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021211	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006130	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006736	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002367	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008903	DB00982	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005724	CHEMBL64391	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002026	CHEMBL64391	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002041	CHEMBL64391	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021679	DB00512	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB00884	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB01331	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005328	DB06715	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005364	DB06715	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001187	CHEMBL378544	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002974	CHEMBL378544	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	CHEMBL378544	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008903	CHEMBL378544	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0009348	CHEMBL378544	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0020076	CHEMBL5465559	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008315	DB05812	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005227	DB06219	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005230	DB06219	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005545	DB06219	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002406	DB00283	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0019954	DB00104	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB00948	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB13179	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004647	DB00385	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005015	DB09539	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005044	DB09539	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005267	DB09539	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0015128	CHEMBL1201010	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	DB00274	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0000088	DB06825	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB06825	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008315	DB06825	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005416	CHEMBL1237055	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0018078	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001187	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002087	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002158	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007576	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008170	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008903	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0011962	CHEMBL1200981	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005347	CHEMBL1744447	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0020804	CHEMBL5314346	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005417	CHEMBL5314346	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001475	CHEMBL1200962	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL1201179	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005920	CHEMBL2359966	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	CHEMBL6195749	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0019496	DB00428	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001187	DB11641	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002038	DB11641	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB11641	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005113	DB00626	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005044	CHEMBL404271	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005311	CHEMBL404271	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL1520188	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005135	DB06770	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004795	DB06770	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0003472	DB06770	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005070	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005207	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006248	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001657	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002367	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0016717	DB00970	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005035	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005216	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005843	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0004842	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0006130	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003581	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0006344	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003508	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003402	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001187	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001528	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001657	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001879	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002038	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002087	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002158	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002358	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002601	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002691	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002715	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0002974	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003001	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003060	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003478	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0003751	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0004192	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005411	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007254	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0007576	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008170	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008903	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0009348	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0011962	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0016700	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0016717	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021117	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021310	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021355	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021364	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021657	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0044926	CHEMBL11359	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005113	DB01211	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0001056	DB01211	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005087	DB09114	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005328	DB00847	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004995	DB11842	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002026	DB00520	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0002041	DB00520	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005244	DB01143	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0018666	DB01143	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008170	DB01143	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0008903	DB01143	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0021310	DB01143	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0005311	DB00796	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006945	DB00796	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0006947	DB00796	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0007254	DB00796	indication	ChEMBL	curated_indication	True	2026-06-29
MONDO:0004963	CHEMBL1642	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0000870	CHEMBL1642	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0000873	CHEMBL1642	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005149	CHEMBL1642	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0005108	CHEMBL5483011	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0001056	CHEMBL3989514	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0008903	CHEMBL3989514	indication	ChEMBL	curated_indication	False	2026-06-29
MONDO:0021063	CHEMBL3989514	indication	ChEMBL	curated_indication	False	2026-06-29
