hpo_id	term	synonyms	source	hierarchy_reference	fetch_date
HP:0031330	Perivascular myocardial immune cell infiltration		HPO		2026-06-29
HP:0031331	Abnormal cardiomyocyte morphology	Abnormal cardiac muscle cell morphology	HPO		2026-06-29
HP:0031332	Cardiomyocyte degeneration		HPO		2026-06-29
HP:0031333	Myocardial sarcomeric disarray	Cardiac biopsy: myocyte disarray|Cardiomyocyte disarray|Myocardial sarcomere disarray	HPO		2026-06-29
HP:0031334	Cardiomyocyte inclusion bodies		HPO		2026-06-29
HP:0031335	Abnormal cardiomyocyte mitochondrial morphology		HPO		2026-06-29
HP:0031336	Intranuclear cardiomyocyte mitochondria		HPO		2026-06-29
HP:0031337	Abnormal cardiomyocyte connexin43 staining		HPO		2026-06-29
HP:0031338	Abnormal cardiomyocyte plakoglobin staining		HPO		2026-06-29
HP:0031339	Abnormal cardiomyocyte dystrophin staining		HPO		2026-06-29
HP:0031340	Abnormal lysosomal morphology		HPO		2026-06-29
HP:0031341	Gastric arteriovenous malformation		HPO		2026-06-29
HP:0031342	Duodenal arteriovenous malformation		HPO		2026-06-29
HP:0031343	Jejunal arteriovenous malformation		HPO		2026-06-29
HP:0031344	Pelvic arteriovenous malformation		HPO		2026-06-29
HP:0031345	Colonic arteriovenous malformation		HPO		2026-06-29
HP:0031346	Rectal arteriovenous malformation		HPO		2026-06-29
HP:0031347	Uterine arteriovenous malformation		HPO		2026-06-29
HP:0031348	Dextrotransposition of the great arteries	D-TGA|D-loop transposition of the great arteries	HPO		2026-06-29
HP:0031350	Cardiac sarcoma		HPO		2026-06-29
HP:0031351	Calcified amorphous tumor of the heart	Calcified amorphous tumour of the heart	HPO		2026-06-29
HP:0031352	Chest tightness	Chest distress|Tightness in chest|Tightness of chest	HPO		2026-06-29
HP:0031353	Otitis media with effusion	Fluid behind eardrum|Middle ear effusions|OME	HPO		2026-06-29
HP:0031354	Sleep onset insomnia	Difficulty falling asleep|Early insomnia|Increased sleep latency|Sleep onset insomnia|Trouble falling asleep	HPO		2026-06-29
HP:0031355	Maintenance insomnia	Difficulty staying asleep|Insomnia middle|Middle insomnia|Waking up several times during the night	HPO		2026-06-29
HP:0031356	Terminal insomnia	Early morning awakening|Late insomnia|Premature awakening	HPO		2026-06-29
HP:0031357	Glomeruloid hemangioma		HPO		2026-06-29
HP:0031358	Vegetative state	Unresponsive wakefulness	HPO		2026-06-29
HP:0031359	Cutaneous sclerotic plaque		HPO		2026-06-29
HP:0031360	Yellow skin plaque		HPO		2026-06-29
HP:0031361	Zebra bodies		HPO		2026-06-29
HP:0031363	Palpable purpura		HPO		2026-06-29
HP:0031364	Ecchymosis	Ecchymoses	HPO		2026-06-29
HP:0031365	Macular purpura	Flat purpura	HPO		2026-06-29
HP:0031366	Palate neoplasm		HPO		2026-06-29
HP:0031367	Metaphyseal striations	Striated metaphysis	HPO		2026-06-29
HP:0031368	Intestinal perforation		HPO		2026-06-29
HP:0031369	Colon perforation	Perforation of the colon	HPO		2026-06-29
HP:0031370	Small intestinal perforation		HPO		2026-06-29
HP:0031371	Rectal perforation		HPO		2026-06-29
HP:0031372	Cold paresis		HPO		2026-06-29
HP:0031373	Stiff tongue	Tongue stiffness	HPO		2026-06-29
HP:0031374	Ankle weakness		HPO		2026-06-29
HP:0031375	Refractory		HPO		2026-06-29
HP:0031377	Abnormal cell proliferation		HPO		2026-06-29
HP:0031378	Abnormal lymphocyte proliferation		HPO		2026-06-29
HP:0031379	Abnormal T cell proliferation	Defective T cell proliferation	HPO		2026-06-29
HP:0031380	Abnormal B cell proliferation		HPO		2026-06-29
HP:0031381	Decreased mitogen-induced T-cell proliferation	Decreased lymphocyte proliferation in response to mitogen|Reduced lymphocyte proliferation to mitogen	HPO		2026-06-29
HP:0031382	Decreased anti-CD3/28-induced T-cell proliferation	Decreased lymphocyte proliferation in response to anti-CD3|Defective lymphocyte proliferation to anti-CD3|Defective proliferation of lymphocytes following anti-CD3 stimulation	HPO		2026-06-29
HP:0031383	Abnormal lymphocyte surface marker expression		HPO		2026-06-29
HP:0031384	Reduced T cell CD40 expression		HPO		2026-06-29
HP:0031385	Megakaryocyte nucleus hypolobulation		HPO		2026-06-29
HP:0031386	Increased micromegakaryocyte count		HPO		2026-06-29
HP:0031387	Increased multinucleated megakaryocyte count		HPO		2026-06-29
HP:0031388	Megakaryocyte nucleus hyperlobulation		HPO		2026-06-29
HP:0031389	Abnormal MHC II cell surface expression	Abnormal human leukocyte antigen class II surface expression|Abnormal major histocompatibility complex class II surface expression	HPO		2026-06-29
HP:0031390	Reduced MHC II cell surface expression	Abnormal HLA class II surface expression|Reduced human leukocyte antigen class II surface expression	HPO		2026-06-29
HP:0031391	Elevated MHC II cell surface expression		HPO		2026-06-29
HP:0031392	Abnormal CD4+ T cell subset proportion	Abnormal CD4+ T cell subset|Abnormal CD4+ T cell subsets|Abnormal helper T cell proportion|Abnormal proportion of CD4+ T cells|Abnormal proportion of CD4-positive T cells|Abnormal proportion of CD4-positive helper T cells|Abnormal proportion of CD4-positive, alpha-beta T cells|Abnormal proportion of circulating T-helper cells	HPO		2026-06-29
HP:0031393	Abnormal total CD8+ T cell number	Abnormal proportion of CD8+ T cells|Abnormal proportion of CD8-positive T cells|Abnormal proportion of CD8-positive, alpha-beta T cells	HPO		2026-06-29
HP:0031394	Abnormal CD4:CD8 ratio		HPO		2026-06-29
HP:0031396	Abnormal naive T cell proportion	Abnormal proportion of naive T cells|Abnormal proportion of naive thymus-derived, alpha-beta T cells	HPO		2026-06-29
HP:0031397	Decreased naive T cell proportion	Decreased proportion of naive T cells|Decreased proportion of naive thymus-derived, alpha-beta T cells|Reduced proportion of naive T cells	HPO		2026-06-29
HP:0031398	Increased naive T cell proportion	Elevated proportion of naive T cells|Increased proportion of naive T cells|Increased proportion of naive thymus-derived, alpha-beta T cells	HPO		2026-06-29
HP:0031399	Abnormal double-negative T cell proportion	Abnormal CD4-negative, CD8-negative regulatory T cell distribution|Abnormal DN Treg distribution|Abnormal Double negative Treg distribution|Abnormal double-negative regulatory T cell distribution|Abnormal proportion of double-negative regulatory T cell	HPO		2026-06-29
HP:0031401	Decreased double-negative T cell number	Reduced proportion of CD4-negative, CD8-negative T cells	HPO		2026-06-29
HP:0031402	Decreased antigen-specific T cell proliferation	Antigen-specific T cell proliferation defect|Impaired Ag-specific T cell proliferation|Impaired activated T cell proliferation|Reduced antigen-specific T cell proliferation	HPO		2026-06-29
HP:0031403	Impaired pathogen-specific CD8 cytoxicity	Pathogen-specific CD8 cytoxicity defect	HPO		2026-06-29
HP:0031404	Impaired antigen-specific response	Impaired adaptive immune response	HPO		2026-06-29
HP:0031405	Poroma		HPO		2026-06-29
HP:0031406	Abnormal cytokine signaling	Abnormal cytokine signalling	HPO		2026-06-29
HP:0031407	Impaired cytokine signaling	Cytokine signaling defect|Cytokine signalling defect|Impaired cytokine signalling	HPO		2026-06-29
HP:0031408	Increased CD25+ mast cell proportion		HPO		2026-06-29
HP:0031409	Abnormal lymphocyte physiology		HPO		2026-06-29
HP:0031410	Abnormal distribution of CD56 bright/dim natural killer cells	Abnormal distribution of CD56 bright/dim NK cells	HPO		2026-06-29
HP:0031411	Abnormal chromosome morphology		HPO		2026-06-29
HP:0031412	Abnormal telomere morphology		HPO		2026-06-29
HP:0031413	Short telomere length		HPO		2026-06-29
HP:0031414	Elevated circulating calcifediol concentration	High serum 25-hydroxycholecalciferol|High serum calcidiol|High serum calcifediol	HPO		2026-06-29
HP:0031415	Elevated circulating calcitriol concentration	High serum 1,25-dihydroxycholecalciferol|High serum 1,25-dihydroxyvitamin D3|High serum calcitriol|Increased serum 1,25-dihydroxyvitamin D3|Increased serum calcitriol	HPO		2026-06-29
HP:0031416	Abnormal nasal mucus secretion		HPO		2026-06-29
HP:0031417	Rhinorrhea	Nasal Discharge|Runny Nose	HPO		2026-06-29
HP:0031418	Increased body mass index	Increased BMI	HPO		2026-06-29
HP:0031419	Decreased circulating sex hormone-binding globulin concentration	Decreased circulating sex hormone-binding globulin concentration|Decreased sex hormone-binding globulin concentration|Decreased sex hormone-binding globulin level|Decreased sex hormone-binding globulin level in blood|Reduced androgen-binding protein level|Reduced sex hormone-binding globulin concentration|Reduced sex hormone-binding globulin level|Reduced sex hormone-binding globulin level in blood	HPO		2026-06-29
HP:0031420	Small yellow/white macular lesion	Laser pointer-induced maculopathy|Laser pointer-induced retinopathy|Light induced retinopathy|Photic retinopathy|Small yellow foveal lesion with surrounding gray zone|Small yellow foveal lesion with surrounding grey zone|Solar retinitis|Solar retinopathy	HPO		2026-06-29
HP:0031421	Small superior frontal cortex		HPO		2026-06-29
HP:0031422	Abnormal cerebellar cortex morphology	Abnormal morphology of the cerebellar cortex	HPO		2026-06-29
HP:0031423	Small cerebellar cortex		HPO		2026-06-29
HP:0031424	Abnormal circulating beta-CTX concentration	Abnormal circulating beta-C-terminal telopeptide level|Abnormal circulating beta-CTx level|Abnormal circulating beta-CrossLaps level	HPO		2026-06-29
HP:0031425	Elevated circulating beta-CTX concentration	Increased circulating beta-C-terminal telopeptide level|Increased circulating beta-CTx level|Increased circulating beta-CrossLaps level	HPO		2026-06-29
HP:0031426	Decreased circulating beta-CTX concentration	Decreased circulating beta-C-terminal telopeptide level|Decreased circulating beta-CTx level|Decreased circulating beta-CrossLaps level	HPO		2026-06-29
HP:0031427	Abnormal circulating osteocalcin level		HPO		2026-06-29
HP:0031428	Increased circulating osteocalcin level		HPO		2026-06-29
HP:0031429	Decreased circulating osteocalcin level		HPO		2026-06-29
HP:0031430	Oligoclonal T cell expansion		HPO		2026-06-29
HP:0031431	Persistent repetition of sounds		HPO		2026-06-29
HP:0031432	Restricted or repetitive behaviors or interests		HPO		2026-06-29
HP:0031433	Alexithymia	Unaware of others' emotions	HPO		2026-06-29
HP:0031434	Abnormal prosody		HPO		2026-06-29
HP:0031435	Monotonic speech	Flat speech	HPO		2026-06-29
HP:0031436	Singsong Intonation	Melodic speech|Sing song intonation|Sing-song intonation	HPO		2026-06-29
HP:0031437	Pregnancy exposure	Exposure during pregnancy	HPO		2026-06-29
HP:0031438	Abnormal circulating sex hormone-binding globulin concentration	Abnormal circulating sex hormone-binding globulin concentration|Abnormal sex hormone-binding globulin level	HPO		2026-06-29
HP:0031439	Abnormal circulating angiostatin concentration		HPO		2026-06-29
HP:0031441	Abnormal tricuspid valve annulus morphology		HPO		2026-06-29
HP:0031442	Abnormal tricuspid chordae tendinae morphology		HPO		2026-06-29
HP:0031443	Abnormal tricuspid valve leaflet morphology		HPO		2026-06-29
HP:0031444	Dilatation of the tricuspid annulus		HPO		2026-06-29
HP:0031445	Oral mucosa nodule		HPO		2026-06-29
HP:0031446	Erosion of oral mucosa		HPO		2026-06-29
HP:0031447	Penile freckling		HPO		2026-06-29
HP:0031448	Herpetiform vesicles		HPO		2026-06-29
HP:0031449	Perineal hemangioma		HPO		2026-06-29
HP:0031450	Polycyclic		HPO		2026-06-29
HP:0031451	Lower extremity subcutanous fat hypertrophy		HPO		2026-06-29
HP:0031452	Lichenoid skin lesion		HPO		2026-06-29
HP:0031453	Oral lichenoid lesion		HPO		2026-06-29
HP:0031454	Apocrine hidrocystoma		HPO		2026-06-29
HP:0031455	Presacral ganglioneuroma		HPO		2026-06-29
HP:0031456	Ectopic pregnancy		HPO		2026-06-29
HP:0031457	Pulmonary opacity		HPO		2026-06-29
HP:0031458	Adenoiditis		HPO		2026-06-29
HP:0031459	Soft tissue neoplasm		HPO		2026-06-29
HP:0031460	Benign muscle neoplasm		HPO		2026-06-29
HP:0031461	Intramuscular myxoma	IM Myxoma	HPO		2026-06-29
HP:0031462	Musculotendinous retraction		HPO		2026-06-29
HP:0031463	Esophageal squamous papilloma		HPO		2026-06-29
HP:0031464	Genital blistering		HPO		2026-06-29
HP:0031465	Abnormal vasa vasorum morphology		HPO		2026-06-29
HP:0031466	Impairment in personality functioning		HPO		2026-06-29
HP:0031467	Dysregulated negative emotional state	Feeling bad|Feeling out of sorts|Foul mood|Gloomy mood|In a funk|Negative attitude	HPO		2026-06-29
HP:0031468	Separation insecurity		HPO		2026-06-29
HP:0031469	Low self-esteem	Worthlessness	HPO		2026-06-29
HP:0031472	Risky behavior		HPO		2026-06-29
HP:0031473	Anger	Boiling mad|Hostile|Hostility|Pissed off	HPO		2026-06-29
HP:0031474	Pulmonary chondroma		HPO		2026-06-29
HP:0031475	Status epilepticus without prominent motor symptoms	Nonconvulsive status epilepticus	HPO		2026-06-29
HP:0031476	Abnormal buccal mucosa cell morphology		HPO		2026-06-29
HP:0031478	Abnormal mitral valve annulus morphology		HPO		2026-06-29
HP:0031479	Dilatation of the mitral annulus		HPO		2026-06-29
HP:0031480	Abnormal mitral valve leaflet morphology		HPO		2026-06-29
HP:0031481	Abnormal mitral valve physiology		HPO		2026-06-29
HP:0031482	Abnormal regional left ventricular contraction		HPO		2026-06-29
HP:0031483	Reduced contraction of the left ventricular apex	Left ventricular apical hypokinesis	HPO		2026-06-29
HP:0031484	Cold-induced hemolysis		HPO		2026-06-29
HP:0031485	Subperiosteal bone formation	Periosteal reaction	HPO		2026-06-29
HP:0031486	Vascular malformation of the lip		HPO		2026-06-29
HP:0031487	Capillary malformation of the lip		HPO		2026-06-29
HP:0031488	Arteriovenous malformation of the lip	Atypical connection between arteries and veins	HPO		2026-06-29
HP:0031489	Venous malformation of the lip		HPO		2026-06-29
HP:0031490	Hemangioma of the lip		HPO		2026-06-29
HP:0031491	Continuous spike and waves during slow sleep	CSWS|Electrical status epilepticus during slow-wave sleep	HPO		2026-06-29
HP:0031492	Epithelial neoplasm		HPO		2026-06-29
HP:0031493	Glandular cell neoplasm		HPO		2026-06-29
HP:0031494	Ovarian mucinous tumor	Mucinous neoplasm of the ovary|Ovarian mucinous tumour	HPO		2026-06-29
HP:0031495	Mucinous neoplasm		HPO		2026-06-29
HP:0031496	Mucinous cystic neoplasm of the pancreas		HPO		2026-06-29
HP:0031497	Mucinous colorectal carcinoma		HPO		2026-06-29
HP:0031498	Mucinous gastric carcinoma		HPO		2026-06-29
HP:0031499	Appendiceal mucinous neoplasm		HPO		2026-06-29
HP:0031500	Abdominal mass		HPO		2026-06-29
HP:0031501	Pelvic mass		HPO		2026-06-29
HP:0031502	Trophoblastic tumor	Trophoblastic tumour	HPO		2026-06-29
HP:0031503	Night gasping		HPO		2026-06-29
HP:0031504	Foamy urine	Frothy urine	HPO		2026-06-29
HP:0031505	Abnormal circulating T4 concentration	Abnormal circulating T4 level|Abnormal circulating thyroxine level	HPO		2026-06-29
HP:0031506	Increased circulating T4 concentration	Increased circulating T4 level|Increased circulating thyroxine level	HPO		2026-06-29
HP:0031507	Decreased circulating T4 concentration	Decreased circulating T4 level|Decreased circulating thyroxine level|Reduced T4 plasma level	HPO		2026-06-29
HP:0031508	Abnormal circulating thyroid hormone concentration	Abnormal thyroid hormone level	HPO		2026-06-29
HP:0031509	Dry nipple		HPO		2026-06-29
HP:0031510	Linear earlobe crease		HPO		2026-06-29
HP:0031511	Diagonal earlobe crease		HPO		2026-06-29
HP:0031512	Abnormal cutaneous collagen fibril morphology		HPO		2026-06-29
HP:0031513	Luse bodies		HPO		2026-06-29
HP:0031514	Increased exhausted T cell proportion		HPO		2026-06-29
HP:0031515	Abnormal meiosis		HPO		2026-06-29
HP:0031516	Metaphase I oocyte maturation arrest	Metaphase I oocyte meiotic arrest|Oocyte arrest at metaphase I|Oocyte meiotic arrest at metaphase I	HPO		2026-06-29
HP:0031517	Verruciform xanthoma		HPO		2026-06-29
HP:0031518	Absent posterior alpha rhythm		HPO		2026-06-29
HP:0031519	Cauliflower deformity of dermal collagen fibrils		HPO		2026-06-29
HP:0031520	Groin pain		HPO		2026-06-29
HP:0031521	Vaginal clear cell adenocarcinoma	Clear cell adenocarcinoma of the vagina	HPO		2026-06-29
HP:0031522	Cervical clear cell adenocarcinoma	Clear cell carcinoma of cervix	HPO		2026-06-29
HP:0031523	Salivary gland oncocytoma	Parotid oncocytoma	HPO		2026-06-29
HP:0031524	Ampulla of Vater carcinoma		HPO		2026-06-29
HP:0031525	Keratoacanthoma		HPO		2026-06-29
HP:0031526	Subretinal fluid	Sub-retinal fluid	HPO		2026-06-29
HP:0031527	Retinal edema	Intra-retinal fluid|Intraretinal fluid	HPO		2026-06-29
HP:0031528	Subretinal deposits		HPO		2026-06-29
HP:0031531	Sub-RPE deposits		HPO		2026-06-29
HP:0031534	Passive dorsiflexion of the 5th finger more than 90 degrees		HPO		2026-06-29
HP:0031535	Increased theta frequency activity in EEG		HPO		2026-06-29
HP:0031536	Separate origin of the left anterior descending and left circumflex artery		HPO		2026-06-29
HP:0031537	Anomalous origin of the left circumflex artery from the right coronary artery		HPO		2026-06-29
HP:0031538	Abnormal dermoepidermal junction morphology		HPO		2026-06-29
HP:0031539	Linear IgA deposits along the epidermal basement membrane zone		HPO		2026-06-29
HP:0031540	Linear IgG deposits along the epidermal basement membrane zone		HPO		2026-06-29
HP:0031541	Linear C3 deposits along the epidermal basement membrane zone		HPO		2026-06-29
HP:0031542	Myelin-like whorls in vacuolated fibers	Myelin-like whorls in vacuolated fibres	HPO		2026-06-29
HP:0031544	Elevated circulating palmitoleylcarnitine concentration	Elevated plasma palmitoleylcarnitine, C16:1	HPO		2026-06-29
HP:0031545	Abnormally low T cell receptor excision circle level		HPO		2026-06-29
HP:0031546	Cardiac conduction abnormality	Abnormality of cardiac conduction|Abnormality of cardiac conduction system|Cardiac conduction abnormalities|Cardiac conduction defects|Heart conduction disorder	HPO		2026-06-29
HP:0031547	Abnormal QT interval		HPO		2026-06-29
HP:0031548	Follicular infundibulum tumor	Basal cell hamartoma with follicular differentiation|Follicular infundibulum tumour	HPO		2026-06-29
HP:0031549	Lymphocytoma cutis	Skin pseudolymphoma|Spiegler-Fendt sarcoid	HPO		2026-06-29
HP:0031550	Abnormal flow cytometry test result		HPO		2026-06-29
HP:0031551	Reduced cell surface marker level		HPO		2026-06-29
HP:0031552	Reduced fibroblast surface marker level		HPO		2026-06-29
HP:0031553	Reduced granulocyte surface marker level		HPO		2026-06-29
HP:0031554	Reduced granulocyte CD55 level		HPO		2026-06-29
HP:0031555	Reduced granulocyte CD59 level		HPO		2026-06-29
HP:0031556	Reduced granulocyte CD16 level		HPO		2026-06-29
HP:0031557	Reduced fibroblast CD55 level		HPO		2026-06-29
HP:0031558	Reduced fibroblast CD59 level		HPO		2026-06-29
HP:0031559	Reduced fibroblast CD16 level		HPO		2026-06-29
HP:0031560	Coronary cameral fistula		HPO		2026-06-29
HP:0031561	Coronary cameral fistula to right ventricle		HPO		2026-06-29
HP:0031562	Balanced double aortic arch		HPO		2026-06-29
HP:0031563	Coronary arteriovenous fistula		HPO		2026-06-29
HP:0031564	Bronchial isomerism		HPO		2026-06-29
HP:0031565	Abdominal situs ambiguus		HPO		2026-06-29
HP:0031566	Abnormal pulmonary valve cusp morphology		HPO		2026-06-29
HP:0031567	Abnormal aortic valve cusp morphology		HPO		2026-06-29
HP:0031568	Thickened aortic valve cusp		HPO		2026-06-29
HP:0031569	Absent aortic valve cusps	Absent aortic valve	HPO		2026-06-29
HP:0031570	Tessier number 0 facial cleft	Tessier facial cleft number 0	HPO		2026-06-29
HP:0031571	Paramedian facial cleft		HPO		2026-06-29
HP:0031572	Tessier number 1 facial cleft		HPO		2026-06-29
HP:0031573	Tessier number 2 facial cleft		HPO		2026-06-29
HP:0031574	Orbital cleft		HPO		2026-06-29
HP:0031575	Tessier number 3 facial cleft		HPO		2026-06-29
HP:0031576	Tessier number 4 facial cleft		HPO		2026-06-29
HP:0031577	Tessier number 5 facial cleft		HPO		2026-06-29
HP:0031578	Tessier number 6 facial cleft	Tessier facial cleft number 6	HPO		2026-06-29
HP:0031579	Tessier number 7 facial cleft	Tessier cleft number 7|Tessier facial cleft number 7	HPO		2026-06-29
HP:0031580	Tessier number 8 facial cleft	Tessier facial cleft number 8	HPO		2026-06-29
HP:0031581	Tessier number 9 facial cleft		HPO		2026-06-29
HP:0031582	Tessier number 10 facial cleft		HPO		2026-06-29
HP:0031583	Tessier number 11 facial cleft		HPO		2026-06-29
HP:0031584	Tessier number 12 facial cleft		HPO		2026-06-29
HP:0031585	Tessier number 13 facial cleft		HPO		2026-06-29
HP:0031586	Tessier number 14 facial cleft	Tessier facial cleft number 14	HPO		2026-06-29
HP:0031587	Tessier number 30 facial cleft		HPO		2026-06-29
HP:0031588	Unhappy demeanor	Unhappy demeanour	HPO		2026-06-29
HP:0031589	Suicidal ideation	Suicidal perseveration|Suicidal thoughts|Suicidality	HPO		2026-06-29
HP:0031590	Asthenopia	Eye strain	HPO		2026-06-29
HP:0031591	Enlarged Eustachian valve	Enlarged inferior vena cava valve	HPO		2026-06-29
HP:0031592	Situs inversus with levocardia		HPO		2026-06-29
HP:0031593	Abnormal PR interval		HPO		2026-06-29
HP:0031594	PR segment depression	PR interval depression|PTa depression	HPO		2026-06-29
HP:0031595	Abnormal P wave		HPO		2026-06-29
HP:0031596	Abnormal PR segment		HPO		2026-06-29
HP:0031597	PR segment elevation	PR interval elevation|PTa elevation	HPO		2026-06-29
HP:0031598	Notched P wave		HPO		2026-06-29
HP:0031599	P mitrale		HPO		2026-06-29
HP:0031600	P wave inversion		HPO		2026-06-29
HP:0031601	P pulmonale		HPO		2026-06-29
HP:0031602	Abnormal mucociliary clearance	Abnormal mucociliary transport	HPO		2026-06-29
HP:0031603	Impaired nasal mucociliary clearance		HPO		2026-06-29
HP:0031604	Agenesis of the carotid canal	Bony carotid canal agenesis	HPO		2026-06-29
HP:0031605	Abnormal fundus pigmentation	Abnormality of fundus pigmentation	HPO		2026-06-29
HP:0031606	Retinal cotton wool spot		HPO		2026-06-29
HP:0031607	Pelvic organ prolapse	Female genital prolapse|Vaginal hernia|Vaginal prolapse	HPO		2026-06-29
HP:0031609	Macular geographic atrophy	Geographic atrophy|Geographic atrophy of the macula	HPO		2026-06-29
HP:0031610	Recurrent shoulder dislocation	Multiple shoulder dislocation	HPO		2026-06-29
HP:0031611	Sub-inner limiting membrane hemorrhage	Sub-ILM haemorrhage|Sub-ILM hemorrhage|Sub-inner limiting membrane haemorrhage	HPO		2026-06-29
HP:0031613	Inferior chorioretinal coloboma		HPO		2026-06-29
HP:0031614	Inferior retinal coloboma		HPO		2026-06-29
HP:0031615	Hypopyon		HPO		2026-06-29
HP:0031616	Anterior chamber flare		HPO		2026-06-29
HP:0031618	Anterior chamber flare grade 1+		HPO		2026-06-29
HP:0031619	Anterior chamber flare grade 2+		HPO		2026-06-29
HP:0031620	Anterior chamber flare grade 3+		HPO		2026-06-29
HP:0031621	Anterior chamber flare grade 4+		HPO		2026-06-29
HP:0031622	Brown anomaly	Brown syndrome	HPO		2026-06-29
HP:0031623	Brow ptosis	Drooping brow	HPO		2026-06-29
HP:0031624	Moderate myopia		HPO		2026-06-29
HP:0031625	Pseudoaneurysm		HPO		2026-06-29
HP:0031626	Coronary ostial atresia	Atresia of coronary ostium	HPO		2026-06-29
HP:0031627	Globus pallidus calcification		HPO		2026-06-29
HP:0031628	Aborted sudden cardiac death	Sudden cardiac arrest	HPO		2026-06-29
HP:0031629	Impaired tandem gait	Clumsy tandem walking	HPO		2026-06-29
HP:0031630	Abnormal subpleural morphology		HPO		2026-06-29
HP:0031631	Subpleural honeycombing		HPO		2026-06-29
HP:0031632	Aberrant right subclavian artery	Aberrant right subclavian artery syndrome|Anomalous origin of right subclavian artery|Anomalous origin of the right subclavian artery from the descending aorta|Anomalous right subclavian artery|Arteria lusoria|Lusorian artery	HPO		2026-06-29
HP:0031633	Isolation of the left subclavian artery		HPO		2026-06-29
HP:0031634	Anomalous origin of the left common carotid artery from the main pulmonary artery		HPO		2026-06-29
HP:0031635	Anomalous origin of the left common carotid artery from the brachiocephalic artery	Anomalous origin of the left common carotid artery from the brachiocephalic trunk	HPO		2026-06-29
HP:0031636	Anomalous origin of the right common carotid artery from the aorta		HPO		2026-06-29
HP:0031637	Right coronary artery ostial atresia		HPO		2026-06-29
HP:0031638	Anomalous origin of the left anterior descending artery from the pulmonary artery		HPO		2026-06-29
HP:0031639	Absent left main coronary artery	Absent LMCA	HPO		2026-06-29
HP:0031640	Abnormal radial artery morphology		HPO		2026-06-29
HP:0031643	Fusiform ascending tubular aorta aneurysm		HPO		2026-06-29
HP:0031644	Fusiform abdominal aortic aneurysm		HPO		2026-06-29
HP:0031645	Saccular abdominal aortic aneurysm		HPO		2026-06-29
HP:0031646	Fusiform aortic arch aneurysm		HPO		2026-06-29
HP:0031647	Saccular aortic arch aneurysm		HPO		2026-06-29
HP:0031648	Penetrating aortic ulcer		HPO		2026-06-29
HP:0031649	Aortic rupture		HPO		2026-06-29
HP:0031650	Abnormal atrioventricular valve physiology		HPO		2026-06-29
HP:0031651	Abnormal tricuspid valve physiology		HPO		2026-06-29
HP:0031652	Abnormal aortic valve physiology		HPO		2026-06-29
HP:0031653	Abnormal heart valve physiology		HPO		2026-06-29
HP:0031654	Abnormal pulmonary valve physiology		HPO		2026-06-29
HP:0031655	Quadricuspid aortic valve		HPO		2026-06-29
HP:0031656	Systolic anterior motion of the mitral valve		HPO		2026-06-29
HP:0031657	Abnormal heart sound		HPO		2026-06-29
HP:0031658	Third heart sound	S3|Ventricular gallop	HPO		2026-06-29
HP:0031659	Fourth heart sound	Atrial gallop|Presystolic gallop|S4	HPO		2026-06-29
HP:0031660	Loud first heart sound		HPO		2026-06-29
HP:0031661	Abnormal second heart sound		HPO		2026-06-29
HP:0031662	Fixed splitting of the second heart sound	Fixed splitting of S2	HPO		2026-06-29
HP:0031663	Paradoxical splitting of the second heart sound	Paradoxical splitting of S2|Reversed splitting of S2|Reversed splitting of the second heart sound	HPO		2026-06-29
HP:0031664	Systolic heart murmur		HPO		2026-06-29
HP:0031665	Midsystolic murmur		HPO		2026-06-29
HP:0031666	Late systolic murmur		HPO		2026-06-29
HP:0031667	Holosystolic murmur		HPO		2026-06-29
HP:0031668	Diastolic heart murmur		HPO		2026-06-29
HP:0031669	Middiastolic murmur		HPO		2026-06-29
HP:0031670	Continuous heart murmur		HPO		2026-06-29
HP:0031671	Typical atrial flutter		HPO		2026-06-29
HP:0031672	Reverse typical atrial flutter		HPO		2026-06-29
HP:0031673	Orthodromic atrioventricular reentrant tachycardia	Orthodromic AVRT	HPO		2026-06-29
HP:0031674	Antidromic atrioventricular reentrant tachycardia	Antidromic AVRT	HPO		2026-06-29
HP:0031675	Fascicular left ventricular tachycardia		HPO		2026-06-29
HP:0031676	Monomorphic ventricular tachycardia		HPO		2026-06-29
HP:0031677	Polymorphic ventricular tachycardia		HPO		2026-06-29
HP:0031678	Atherosclerotic lesion		HPO		2026-06-29
HP:0031679	Type I atherosclerotic lesion		HPO		2026-06-29
HP:0031680	Type II atherosclerotic lesion		HPO		2026-06-29
HP:0031681	Type III atherosclerotic lesion		HPO		2026-06-29
HP:0031682	Type V atherosclerotic lesion		HPO		2026-06-29
HP:0031683	Type VI atherosclerotic lesion		HPO		2026-06-29
HP:0031684	Renal artery atherosclerosis		HPO		2026-06-29
HP:0031685	Abnormal stool composition	Abnormal faecal test result|Abnormal faeces composition|Abnormal fecal test result|Abnormal feces composition	HPO		2026-06-29
HP:0031686	Increased stool alpha1-antitrypsin concentration		HPO		2026-06-29
HP:0031687	Abnormally loud pulmonic component of the second heart sound	Accentuation of the pulmonic component of the second heart sound	HPO		2026-06-29
HP:0031688	Erythroid dysplasia	Dyserythropoiesis	HPO		2026-06-29
HP:0031689	Megakaryocyte dysplasia	Dysmegakaryopoiesis	HPO		2026-06-29
HP:0031690	Opportunistic infection		HPO		2026-06-29
HP:0031691	Severe viral infection		HPO		2026-06-29
HP:0031692	Severe cytomegalovirus infection		HPO		2026-06-29
